"id";"developer";"name";"platform";"publisher";"release_date";"score"
31202;"Bloober Team";"Future Fight";"psp";"Bloober Team";"2010-05-30";""
31203;"SCEA San Diego Studios";"ModNation Racers";"psp";"SCEA";"2010-05-25";"73"
31204;"Virtual Toys";"VT Tennis";"psp";"Virtual Toys";"2010-05-25";""
31205;"SCEA";"Pinball Heroes Bundle 2";"psp";"SCEA";"2010-05-25";""
31206;"Nordcurrent";"Robin Hood: The Return of Richard";"psp";"Nordcurrent";"2010-05-25";""
31207;"SCEA";"Pinball Heroes: Fat Princess";"psp";"SCEA";"2010-05-25";""
31208;"SCEA";"Pinball Heroes: ModNation Racers";"psp";"SCEA";"2010-05-25";""
31209;"SCEA";"Pinball Heroes: Wipeout";"psp";"SCEA";"2010-05-25";""
31210;"Ubisoft Quebec";"Prince of Persia: The Forgotten Sands";"psp";"Ubisoft";"2010-05-18";"65"
31211;"G5 Software";"Supermarket Mania";"psp";"G5 Software";"2010-05-18";"66"
31212;"The Code Monkeys";"Manic Monkey Mayhem";"psp";"The Code Monkeys";"2010-05-18";""
31213;"CyberConnect2";"Naruto Shippuden: Ultimate Ninja Heroes 3";"psp";"Namco Bandai Games";"2010-05-11";"61"
31214;"Success";"Shepherd's Crossing";"psp";"Graffiti Entertainment";"2010-05-11";""
31215;"SCEJ";"Quiz Animania";"psp";"SCEA";"2010-05-11";""
31216;"";"Busy Sweets Factory";"psp";"SCEA";"2010-05-11";""
31217;"SCEJ";"Love Cupid";"psp";"SCEA";"2010-05-11";""
31218;"SuperVillain Studios";"Fat Princess: Fistful of Cake";"psp";"SCEA";"2010-05-04";"74"
31219;"High Voltage Software";"Iron Man 2";"psp";"Sega";"2010-05-04";"49"
31220;"SCEA";"Finger Connection";"psp";"SCEA";"2010-05-04";""
31221;"SCEA";"Ramen Heaven";"psp";"SCEA";"2010-05-04";""
31222;"SCEJ";"One Two Boat Racing";"psp";"SCEA";"2010-05-04";""
31223;"Retro Dreamer";"Sneezies";"psp";"Chillingo Ltd";"2010-05-04";""
31224;"From Software";"Armored Core: Last Raven Portable";"psp";"From Software";"2010-05-03";""
31225;"Acquire";"What Did I Do to Deserve This, My Lord!? 2";"psp";"NIS America";"2010-04-29";"73"
31226;"Beatshapers";"NormalTanks";"psp";"Beatshapers";"2010-04-29";""
31227;"Tag Games";"Car Jack Streets";"psp";"Tag Games";"2010-04-29";""
31228;"SCEJ";"Pile Up! Bakery";"psp";"SCEA";"2010-04-29";""
31229;"SCEJ";"Music Quiz";"psp";"SCEA";"2010-04-29";""
31230;"SCEJ";"Pinball Duel";"psp";"SCEA";"2010-04-29";""
31231;"Biart";"Reef Aquarium";"psp";"Biart";"2010-04-29";""
31232;"Q-Games";"PixelJunk Monsters Deluxe";"psp";"SCEA";"2010-04-27";"86"
31233;"Electronic Arts";"2010 FIFA World Cup South Africa";"psp";"EA Sports";"2010-04-27";"69"
31234;"Marvelous Entertainment";"Harvest Moon: Hero of Leaf Valley";"psp";"Natsume";"2010-04-26";"74"
31235;"Mediatonic";"Monsters (Probably) Stole My Princess";"psp";"Mediatonic";"2010-04-22";"72"
31236;"Bulkypix";"Hysteria Project";"psp";"Sanuk Games";"2010-04-22";"68"
31237;"SCEI";"Homerun Hitters";"psp";"SCEA";"2010-04-22";""
31238;"SCEI";"Shogi";"psp";"SCEA";"2010-04-22";""
31239;"SCEI";"Charge! Tank Squad";"psp";"SCEA";"2010-04-22";""
31240;"Gameloft";"Uno";"psp";"Gameloft";"2010-04-21";""
31241;"SCEI";"Sheep Defense";"psp";"SCEA";"2010-04-15";""
31242;"SCEI";"Sweet Reversi";"psp";"SCEA";"2010-04-15";""
31243;"";"Telegraph Sudoku & Kakuro";"psp";"";"2010-04-15";"tbd"
31244;"SCEI";"Tonzurakko";"psp";"SCEA";"2010-04-15";""
31245;"Electronic Arts";"Monopoly";"psp";"Electronic Arts";"2010-04-15";""
31246;"Cyanide";"Blood Bowl";"psp";"Focus Home Interactive";"2010-04-13";"61"
31247;"Kidguru Studios";"Freekscape: Escape From Hell";"psp";"Creat Studios";"2010-04-08";"74"
31248;"Ivolgamus";"King of Pool";"psp";"Nordcurrent";"2010-04-08";""
31249;"Curve Studios";"Buzz! Brain Bender";"psp";"SCEA";"2010-03-31";""
31250;"GungHo";"Mimana Iyar Chronicle";"psp";"Aksys Games";"2010-03-30";"45"
31251;"Team Ninja, Tecmo";"Dead or Alive Paradise";"psp";"Tecmo";"2010-03-30";"38"
31252;"PomPom Games";"Alien Zombie Death";"psp";"PomPom Games";"2010-03-25";"76"
31253;"extreme Co.,Ltd.";"Cho Aniki Zero";"psp";"Aksys Games";"2010-03-24";""
31254;"Beatshapers";"BreakQuest";"psp";"Beatshapers";"2010-03-18";"58"
31255;"XS Games";"The Red Star";"psp";"XS Games";"2010-03-17";"71"
31256;"Acquire";"Patchwork Heroes";"psp";"SCEA";"2010-03-17";""
31257;"Halfbrick Studios";"Aero Racer";"psp";"Halfbrick Studios";"2010-03-11";"65"
31258;"SCEI";"The Eye of Judgment: Legends";"psp";"SCEA";"2010-03-10";"69"
31259;"Arc System Works";"BlazBlue: Calamity Trigger Portable";"psp";"Aksys Games";"2010-03-10";"82"
31260;"SCEJ";"Digi-Tiles";"psp";"SCEA";"2010-03-04";""
31261;"SCEJ";"Smashbreak";"psp";"SCEA";"2010-03-04";""
31262;"SCEJ";"Legend of Kunoichi";"psp";"SCEA";"2010-03-04";""
31263;"Candystand.com";"Vector TD";"psp";"Frima Studio";"2010-03-04";""
31264;"SCEJ";"Earthshield";"psp";"SCEA";"2010-03-04";""
31265;"Game Arts";"Lunar: Silver Star Harmony";"psp";"Xseed Games";"2010-03-02";"80"
31266;"Visual Concepts";"Major League Baseball 2K10";"psp";"2K Sports";"2010-03-02";""
31267;"SCEA";"MLB 10: The Show";"psp";"SCEA";"2010-03-02";"79"
31268;"EA Redwood Shores";"Dante's Inferno";"psp";"Electronic Arts";"2010-03-01";"70"
31269;"Halfbrick Studios";"Age of Zombies";"psp";"Halfbrick Studios";"2010-02-25";"79"
31270;"Big Head Games Ltd.";"Retro Cave Flyer";"psp";"Big Head Games Ltd.";"2010-02-25";""
31271;"Big Head Games Ltd.";"The Terminator";"psp";"Big Head Games Ltd.";"2010-02-25";""
31272;"Artoon, SCEJ";"echoshift";"psp";"SCEA";"2010-02-24";"75"
31273;"Konami";"GTI Club Supermini Festa!";"psp";"Konami";"2010-02-24";""
31274;"SNK Playmore";"Metal Slug XX";"psp";"Atlus";"2010-02-23";"67"
31275;"Slant Six";"SOCOM: U.S. Navy SEALs Fireteam Bravo 3";"psp";"SCEA";"2010-02-16";"74"
31276;"Virtual Toys";"Spaceball: Revolution";"psp";"Virtual Toys";"2010-02-11";""
31277;"From Software";"Armored Core: Silent Line Portable";"psp";"From Software";"2010-02-03";""
31278;"Konami";"Puzzle Chronicles";"psp";"Konami";"2010-01-28";"62"
31279;"Rebellion";"Pinball Dreams";"psp";"Cowboy Rodeo";"2010-01-28";""
31280;"Chillingo Ltd, Chillingo Ltd.";"Dracula: Undead Awakening";"psp";"Chillingo Ltd
                                                            
                                                    

                                                            
                                                        Chillingo";"2010-01-28";"75"
31281;"Gameshastra Inc.";"Route 66";"psp";"Gameshastra Inc.";"2010-01-28";""
31282;"Gameshastra Inc.";"Deflector";"psp";"Gameshastra Inc.";"2010-01-28";""
31283;"Konami";"Shadow of Destiny";"psp";"Konami";"2010-01-26";"54"
31284;"K2";"Valhalla Knights 2: Battle Stance";"psp";"Xseed Games";"2010-01-21";""
31285;"Climax Group";"Silent Hill: Shattered Memories";"psp";"Konami";"2010-01-19";"73"
31286;"StormBASIC Games";"Dynogems";"psp";"StormBASIC Games";"2010-01-14";""
31287;"Buzz Monkey, EA Montreal";"Army of Two: The 40th Day";"psp";"Electronic Arts";"2010-01-12";"49"
31288;"Sports Interactive";"Football Manager Handheld 2010";"psp";"Sega";"2009-12-22";"69"
31289;"FluffyLogic";"Savage Moon: The Hera Campaign";"psp";"SCEA";"2009-12-22";""
31290;"MystoneGame Inc";"Bowling 3D";"psp";"Electronic Arts";"2009-12-22";""
31291;"Curve Studios";"Buzz! Quiz World";"psp";"SCEA";"2009-12-17";"62"
31292;"Sanuk Software Co., Ltd.";"Spot the Differences!";"psp";"Sanuk Software Co., Ltd.";"2009-12-17";""
31293;"Neko Entertainment";"Heracles Chariot Racing";"psp";"Neko Entertainment";"2009-12-17";""
31294;"G5 Software";"Stand O' Food";"psp";"G5 Software";"2009-12-10";""
31295;"Tozai Games";"Kurulin Fusion";"psp";"MTO";"2009-12-10";""
31296;"Left Field Productions";"Battle Poker";"psp";"Left Field Productions";"2009-12-10";""
31297;"Ubisoft";"James Cameron's Avatar: The Game";"psp";"Ubisoft";"2009-12-08";""
31298;"HuneX";"Super Pocket Tennis";"psp";"D3Publisher";"2009-12-03";""
31299;"Tamsoft";"Beta Bloc";"psp";"Essential Games";"2009-12-02";""
31300;"Tantalus Interactive";"MX vs. ATV Reflex";"psp";"THQ";"2009-12-01";""
31301;"Namco Bandai Games America, Namco Bandai Games";"Tekken 6";"psp";"Namco Bandai Games America
                                                            
                                                    

                                                            
";"2009-11-24";"82"
31302;"Nemesys";"Fortix";"psp";"Nemesys";"2009-11-24";"58"
31303;"Bloober Team";"Bloons";"psp";"Hands-On Mobile";"2009-11-24";"68"
31304;"Cowboy Rodeo";"Pinball Fantasies";"psp";"Cowboy Rodeo";"2009-11-24";"81"
31305;"Halfbrick Studios";"Blast Off";"psp";"Halfbrick Studios";"2009-11-24";"84"
31306;"Gameloft";"Let's Golf";"psp";"Gameloft";"2009-11-24";""
31307;"Honeyslug Ltd";"Kahoots";"psp";"Honeyslug Ltd";"2009-11-24";""
31308;"Halfbrick Studios";"Halfbrick Echoes";"psp";"Halfbrick Studios";"2009-11-19";"79"
31309;"Gameshastra Inc.";"D-Cube Planet";"psp";"Gameshastra Inc.";"2009-11-19";""
31310;"Gameshastra Inc.";"Circles";"psp";"Gameshastra Inc.";"2009-11-19";""
31311;"Konami";"Yu-Gi-Oh! 5D's Tag Force 4";"psp";"Konami";"2009-11-18";"70"
31312;"SCE/WWS, Media Molecule";"LittleBigPlanet";"psp";"SCEA";"2009-11-17";"87"
31313;"Griptonite Games";"Assassin's Creed: Bloodlines";"psp";"Ubisoft";"2009-11-17";"63"
31314;"Traveller's Tales";"LEGO Indiana Jones 2: The Adventure Continues";"psp";"LucasArts";"2009-11-17";""
31315;"Sumo Digital";"F1 2009";"psp";"Codemasters";"2009-11-16";"68"
31316;"SCEA";"Pinball Heroes";"psp";"SCEA";"2009-11-13";""
31317;"SCEA";"Pinball Heroes: Uncharted: Drake's Fortune";"psp";"SCEA";"2009-11-12";""
31318;"SCEA";"Pinball Heroes: Hot Shots Golf";"psp";"SCEA";"2009-11-12";""
31319;"SCEA";"Pinball Heroes: PAIN";"psp";"SCEA";"2009-11-12";""
31320;"SCEA";"Pinball Heroes: High Velocity Bowling";"psp";"SCEA";"2009-11-12";""
31321;"Creat Studios";"Bubble Trubble";"psp";"Creat Studios";"2009-11-12";""
31322;"Bullets";"Kenka Bancho: Badass Rumble";"psp";"Atlus";"2009-11-10";"70"
31323;"Konami";"Pro Evolution Soccer 2010";"psp";"Konami";"2009-11-10";"72"
31324;"";"Creature Defense";"psp";"Hudson Entertainment";"2009-11-05";""
31325;"SCEI";"Numblast";"psp";"SCEA";"2009-11-05";""
31326;"Takagism Inc.";"Crimson Room Reverse";"psp";"Agetec";"2009-11-05";""
31327;"High Impact Games";"Jak and Daxter: The Lost Frontier";"psp";"SCEA";"2009-11-03";"71"
31328;"Savage Entertainment";"Star Wars Battlefront: Elite Squadron";"psp";"LucasArts";"2009-11-03";"63"
31329;"Red Fly Studio";"Ghostbusters: The Video Game";"psp";"Atari";"2009-10-30";"54"
31330;"SCE Japan Studio";"LocoRoco Midnight Carnival";"psp";"SCEA";"2009-10-29";"73"
31331;"Frima Studio";"Zombie Tycoon";"psp";"Frima Studio";"2009-10-29";"68"
31332;"Square Enix";"Crystal Defenders";"psp";"Square Enix";"2009-10-29";""
31333;"Virtual Toys";"Yummy Yummy Cooking Jam";"psp";"Virtual Toys";"2009-10-29";""
31334;"Ubisoft";"Petz: Saddle Club";"psp";"Ubisoft";"2009-10-27";""
31335;"Global A";"Adventures to Go!";"psp";"Natsume";"2009-10-27";"58"
31336;"Papaya Studios";"Ben 10: Alien Force Vilgax Attacks";"psp";"D3Publisher";"2009-10-27";""
31337;"Osaka Studio";"Petz: Dogz Family";"psp";"Ubisoft";"2009-10-27";""
31338;"Ubisoft";"Petz: Hamsterz Bunch";"psp";"Ubisoft";"2009-10-27";""
31339;"Stormregion";"Mytran Wars";"psp";"Deep Silver";"2009-10-26";"68"
31340;"Heavy Iron Studios";"SpongeBob's Truth or Square";"psp";"THQ";"2009-10-26";""
31341;"impressionware";"Vempire";"psp";"impressionware";"2009-10-22";"66"
31342;"G5 Software";"Mahjongg Artifacts: Chapter 2";"psp";"G5 Software";"2009-10-22";""
31343;"From Software";"Armored Core 3 Portable";"psp";"From Software";"2009-10-21";"43"
31344;"THQ";"Marvel Super Hero Squad";"psp";"THQ";"2009-10-20";"51"
31345;"High Voltage Software";"Astro Boy: The Video Game";"psp";"D3Publisher";"2009-10-20";"60"
31346;"High Voltage Software";"The Secret Saturdays: Beasts of the 5th Sun";"psp";"D3Publisher";"2009-10-20";""
31347;"Yuke's";"WWE SmackDown vs. Raw 2010";"psp";"THQ";"2009-10-20";""
31348;"EA Sports";"FIFA Soccer 10";"psp";"Electronic Arts";"2009-10-20";"83"
31349;"Rockstar Leeds";"Grand Theft Auto: Chinatown Wars";"psp";"Rockstar Games";"2009-10-20";"90"
31350;"Opus";"Half-Minute Hero";"psp";"Xseed Games";"2009-10-13";"84"
31351;"Hydravision";"Obscure: The Aftermath";"psp";"Playlogic
                                                            
                                                    

                                                            
                                                        Ignition Ente";"2009-10-13";"66"
31352;"Tantalus Interactive";"Cars Race-O-Rama";"psp";"THQ";"2009-10-12";""
31353;"Racjin";"Naruto Shippuden: Legends: Akatsuki Rising";"psp";"Namco Bandai Games America";"2009-10-06";"60"
31354;"LucasArts, Krome Studios";"Star Wars The Clone Wars: Republic Heroes";"psp";"LucasArts";"2009-10-06";""
31355;"EA Canada";"NBA Live 10";"psp";"EA Sports";"2009-10-06";"64"
31356;"Visual Concepts";"NBA 2K10";"psp";"2K Sports";"2009-10-06";""
31357;"SCEA San Diego Studios";"NBA 10 The Inside";"psp";"SCEA";"2009-10-06";"69"
31358;"Polyphony Digital";"Gran Turismo";"psp";"SCEA";"2009-10-01";"74"
31359;"EA Mobile";"Tetris";"psp";"EA Mobile";"2009-10-01";"85"
31360;"Subatomic Studios";"Fieldrunners";"psp";"Subatomic Studios";"2009-10-01";"81"
31361;"Square Enix";"Thexder NEO";"psp";"Square Enix";"2009-10-01";""
31362;"Creat Studios";"Alien Havoc";"psp";"Creat Studios";"2009-10-01";"53"
31363;"Hands-On Mobile";"Brainpipe";"psp";"Hands-On Mobile";"2009-10-01";"59"
31364;"Solus Games";"Funky Punch";"psp";"Solus Games";"2009-10-01";"42"
31365;"Farmind Ltd";"Puzzle Scape Mini";"psp";"Farmind Ltd";"2009-10-01";"75"
31366;"Gameloft";"Hero of Sparta";"psp";"Gameloft";"2009-10-01";"58"
31367;"EA Mobile";"Sudoku (mini)";"psp";"EA Mobile";"2009-10-01";""
31368;"Rockstar Leeds";"Beaterator";"psp";"Rockstar Games";"2009-09-29";"80"
31369;"Now Production";"Undead Knights";"psp";"Tecmo";"2009-09-29";"63"
31370;"Bigbig Studios";"MotorStorm Arctic Edge";"psp";"SCEA";"2009-09-29";"79"
31371;"ITL";"Shin Megami Tensei: Persona";"psp";"Atlus";"2009-09-22";"78"
31372;"Savage Entertainment";"Marvel: Ultimate Alliance 2";"psp";"Activision";"2009-09-22";""
31373;"Ubisoft Shanghai";"Cloudy With a Chance of Meatballs";"psp";"Ubisoft";"2009-09-18";""
31374;"Midas Interactive Entertainment";"StateShift";"psp";"Conspiracy Entertainment";"2009-09-17";""
31375;"EA Bright Light";"Need for Speed: Shift";"psp";"EA Games";"2009-09-15";"69"
31376;"SME Dynamic Systems Limited";"IL-2 Sturmovik: Birds of Prey";"psp";"1C
                                                            
                                                    

                                                            
                                                        505 Games";"2009-09-10";""
31377;"Wicked Witch Software";"AFL Challenge";"psp";"SCE Australia";"2009-09-10";""
31378;"Codemasters";"DiRT 2";"psp";"Codemasters";"2009-09-08";"55"
31379;"Nippon Ichi Software";"Disgaea 2: Dark Hero Days";"psp";"NIS America";"2009-09-08";"83"
31380;"Eighting";"Fate/Unlimited Codes";"psp";"Capcom";"2009-09-03";"72"
31381;"Bandai Namco Games";"SoulCalibur: Broken Destiny";"psp";"Namco Bandai Games America";"2009-09-01";"80"
31382;"Omega Force";"Warriors Orochi 2";"psp";"Koei";"2009-08-28";"56"
31383;"Square Enix";"Dissidia: Final Fantasy";"psp";"Square Enix";"2009-08-25";"79"
31384;"EA Tiburon";"Madden NFL 10";"psp";"Electronic Arts";"2009-08-14";""
31385;"Double Helix Games";"G.I. Joe: The Rise of Cobra";"psp";"Electronic Arts";"2009-08-04";""
31386;"Page 44 Studios";"Disney Hannah Montana: Rock Out the Show";"psp";"Disney Interactive Studios";"2009-08-04";""
31387;"Collision Studios";"Brave: A Warrior's Tale";"psp";"Evolved Games";"2009-08-03";""
31388;"Arc System Works";"Strikers 1945 Plus Portable";"psp";"PM Studios Inc.";"2009-07-30";"53"
31389;"Keen Games";"G-Force";"psp";"Disney Interactive Studios";"2009-07-21";""
31390;"Hoplite Research";"Myst";"psp";"Midway";"2009-07-16";"69"
31391;"Acquire";"What Did I Do to Deserve This, My Lord!?";"psp";"NIS America";"2009-07-16";"69"
31392;"Vogster";"Unbound Saga";"psp";"SCEA";"2009-07-16";"56"
31393;"EA Tiburon";"NCAA Football 10";"psp";"Electronic Arts";"2009-07-14";""
31394;"Twelve Games";"CID The Dummy";"psp";"Oxygen Interactive";"2009-07-07";"41"
31395;"Blue Castle Games";"The Bigs 2";"psp";"2K Sports";"2009-07-07";"67"
31396;"Irem";"Steambot Chronicles: Battle Tournament";"psp";"Atlus";"2009-06-30";"54"
31397;"EA Bright Light";"Harry Potter and the Half-Blood Prince";"psp";"EA Games";"2009-06-30";""
31398;"Ntreev Soft";"Pangya Fantasy Golf";"psp";"Tomy Corporation";"2009-06-23";"77"
31399;"Savage Entertainment";"Transformers: Revenge of the Fallen";"psp";"Activision";"2009-06-23";"37"
31400;"Capcom";"Monster Hunter Freedom Unite";"psp";"Capcom";"2009-06-22";"81"
31401;"Oxygen Interactive";"PDC World Championship Darts 2008";"psp";"O-Games";"2009-06-16";"43"
31402;"Zerodiv";"Class of Heroes";"psp";"Atlus";"2009-06-09";"61"
31403;"Amaze";"Indiana Jones and the Staff of Kings";"psp";"LucasArts";"2009-06-09";"63"
31404;"Harmonix Music Systems, Backbone Entertainment";"Rock Band Unplugged";"psp";"Electronic Arts";"2009-06-09";"79"
31405;"EA Tiburon";"Tiger Woods PGA Tour 10";"psp";"Electronic Arts";"2009-06-08";"70"
31406;"IronNos Co.,Ltd.";"Crimson Gem Saga";"psp";"Atlus";"2009-05-26";"78"
31407;"Asobo Studio";"Up";"psp";"THQ";"2009-05-26";""
31408;"SCE Japan Studio";"Patapon 2";"psp";"SCEA";"2009-05-05";"81"
31409;"Griptonite Games";"X-Men Origins: Wolverine";"psp";"Activision";"2009-05-01";"60"
31410;"Omega Force";"Dynasty Warriors: Strikeforce";"psp";"Koei";"2009-04-28";"65"
31411;"Axis Entertainment";"DT Carnage";"psp";"Agetec";"2009-04-21";""
31412;"Cowboy Rodeo";"Air Conflicts: Aces of World War II";"psp";"Graffiti Entertainment";"2009-04-14";"36"
31413;"Dimps Corporation";"Dragon Ball: Evolution";"psp";"Namco Bandai Games America";"2009-04-08";"28"
31414;"Irem";"Hammerin' Hero";"psp";"Atlus";"2009-04-07";"73"
31415;"Arc System Works";"Guilty Gear XX Accent Core Plus";"psp";"Aksys Games";"2009-04-07";""
31416;"SNK Playmore";"Samurai Shodown Anthology";"psp";"SNK Playmore";"2009-03-24";""
31417;"2K Sports";"Major League Baseball 2K9";"psp";"2K Sports";"2009-03-24";""
31418;"From Software";"Tenchu: Shadow Assassins";"psp";"Ubisoft";"2009-03-24";"68"
31419;"Sega";"Sega Fun Pack: Sonic Rivals 2 / Genesis Collection";"psp";"Sega";"2009-03-24";""
31420;"Milestone S.r.l";"SBK Superbike World Championship";"psp";"Conspiracy Entertainment";"2009-03-17";""
31421;"Sony Bend";"Resistance: Retribution";"psp";"SCEA";"2009-03-17";"81"
31422;"Stainless Games";"Scrabble";"psp";"Electronic Arts";"2009-03-17";""
31423;"Gust";"Mana Khemia: Student Alliance";"psp";"NIS America";"2009-03-10";"41"
31424;"Alfa System";"Phantasy Star Portable";"psp";"Sega";"2009-03-03";"64"
31425;"SCEA San Diego Studios";"MLB 09: The Show";"psp";"SCEA";"2009-03-03";"78"
31426;"Realtech VR";"No Gravity: The Plague of Mind";"psp";"Anozor SARL";"2009-02-26";"65"
31427;"Nippon Ichi Software";"Prinny: Can I Really Be the Hero?";"psp";"NIS America";"2009-02-17";"72"
31428;"SCE Japan Studio";"LocoRoco 2";"psp";"SCEA";"2009-02-10";"85"
31429;"Pentavision Entertainment";"DJ Max Fever";"psp";"PM Studios Inc.";"2009-01-27";"77"
31430;"TOSE";"Star Ocean: Second Evolution";"psp";"Square Enix";"2009-01-19";"75"
31431;"Global A";"Dungeon Maker II: The Hidden War";"psp";"UFO Interactive";"2008-12-09";""
31432;"Housemarque";"Super Stardust Portable";"psp";"SCEA";"2008-12-04";"69"
31433;"Backbone Entertainment";"Everyday Shooter";"psp";"SCEA";"2008-12-04";"68"
31434;"Gameloft";"Brain Challenge";"psp";"SCEA";"2008-12-04";""
31435;"D2C Games";"Pro Bull Riders: Out of the Chute";"psp";"Crave";"2008-11-25";""
31436;"Piranha Games";"Need for Speed Undercover";"psp";"Electronic Arts";"2008-11-17";"52"
31437;"Ubisoft";"Shaun White Snowboarding";"psp";"Ubisoft";"2008-11-16";"70"
31438;"Konami";"Pro Evolution Soccer 2009";"psp";"Konami";"2008-11-11";"75"
31439;"Yuke's";"WWE SmackDown vs. Raw 2009";"psp";"THQ";"2008-11-09";"72"
31440;"Funatics Software, Funatics";"Tom Clancy's EndWar";"psp";"Ubisoft";"2008-11-04";"68"
31441;"SNK Playmore";"The King of Fighters Collection: The Orochi Saga";"psp";"SNK Playmore";"2008-10-28";"61"
31442;"Monkey Bar Games";"Ben 10: Alien Force";"psp";"D3Publisher";"2008-10-28";""
31443;"Torus Games";"Monster Jam: Urban Assault";"psp";"Activision";"2008-10-28";""
31444;"Idea Factory";"Neverland Card Battles";"psp";"Yuke's Company of America";"2008-10-27";"57"
31445;"Coresoft";"Cake Mania: Baker's Challenge";"psp";"Destineer";"2008-10-23";""
31446;"TOSE";"Star Ocean: First Departure";"psp";"Square Enix";"2008-10-21";"74"
31447;"Treyarch, Shaba Games";"Spider-Man: Web of Shadows";"psp";"Activision";"2008-10-21";""
31448;"Virtuos";"Crash: Mind Over Mutant";"psp";"Activision Blizzard";"2008-10-21";""
31449;"Rockstar London";"Midnight Club: LA Remix";"psp";"Rockstar Games";"2008-10-20";"79"
31450;"EA Canada";"FIFA Soccer 09";"psp";"EA Sports";"2008-10-13";"84"
31451;"SCEA San Diego Studios";"NBA 09 The Inside";"psp";"SCEA";"2008-10-07";"79"
31452;"EA Sports";"NBA Live 09";"psp";"EA Sports";"2008-10-07";""
31453;"Ubisoft";"My Spanish Coach";"psp";"Ubisoft";"2008-10-07";""
31454;"K2";"Valhalla Knights 2";"psp";"Xseed Games";"2008-10-01";"50"
31455;"Empire Interactive";"Pipe Mania";"psp";"Empire Interactive";"2008-09-26";"74"
31456;"FreeStyleGames";"B-Boy";"psp";"Evolved Games";"2008-09-23";"50"
31457;"Razorworks";"Ford Racing: Off Road";"psp";"Strategy First
                                                            
                                                    

                                                            
                                                        Empire I";"2008-09-23";"47"
31458;"Relentless Software";"Buzz! Master Quiz";"psp";"SCEA";"2008-09-23";"68"
31459;"Traveller's Tales";"LEGO Batman: The Videogame";"psp";"Warner Bros. Interactive Entertainment";"2008-09-23";"73"
31460;"Krome Studios";"Star Wars: The Force Unleashed";"psp";"LucasArts";"2008-09-16";"70"
31461;"Sting";"Yggdra Union: We'll Never Fight Alone";"psp";"Atlus";"2008-09-16";"73"
31462;"FUN Labs";"Cabela's Legendary Adventures";"psp";"Activision";"2008-09-09";""
31463;"Metanet Software Inc., SilverBirch Studios";"N+";"psp";"Atari";"2008-08-26";"79"
31464;"Exient Entertainment";"Tiger Woods PGA Tour 09";"psp";"Electronic Arts";"2008-08-26";"53"
31465;"EA Tiburon";"Madden NFL 09";"psp";"Electronic Arts";"2008-08-12";"68"
31466;"SCEE London Studio";"TalkMan Travel: Paris";"psp";"SCEA";"2008-08-07";""
31467;"SCEE London Studio";"TalkMan Travel: Rome";"psp";"SCEA";"2008-08-07";""
31468;"SCEE London Studio";"TalkMan Travel: Tokyo";"psp";"SCEA";"2008-08-07";""
31469;"Neko Entertainment";"Code Lyoko: Quest for Infinity";"psp";"The Game Factory";"2008-07-21";""
31470;"EA Canada";"NCAA Football 09";"psp";"Electronic Arts";"2008-07-15";""
31471;"Ivolgamus";"Fading Shadows";"psp";"Agetec";"2008-07-03";"62"
31472;"Krome Studios";"Hellboy: The Science of Evil";"psp";"Konami";"2008-06-24";"42"
31473;"Heavy Iron Studios";"WALL-E";"psp";"THQ";"2008-06-24";"64"
31474;"CyberConnect2";"Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress";"psp";"Namco Bandai Games";"2008-06-24";"64"
31475;"High Impact Games";"Secret Agent Clank";"psp";"SCEA";"2008-06-17";"72"
31476;"Taito Corporation";"Space Invaders Extreme";"psp";"Square Enix";"2008-06-17";"84"
31477;"Clap Hanz";"Hot Shots Golf: Open Tee 2";"psp";"SCEA";"2008-06-03";"82"
31478;"Traveller's Tales";"LEGO Indiana Jones: The Original Adventures";"psp";"LucasArts";"2008-06-03";"76"
31479;"Crave";"World Championship Cards";"psp";"Crave";"2008-05-30";""
31480;"EA Canada";"UEFA EURO 2008";"psp";"Electronic Arts";"2008-05-19";"68"
31481;"Irem";"R-Type Command";"psp";"Atlus";"2008-05-06";"69"
31482;"Starfish";"Chameleon";"psp";"Tommo";"2008-05-05";""
31483;"Terminal Reality";"SNK Arcade Classics Vol. 1";"psp";"SNK Playmore";"2008-05-05";"68"
31484;"Artificial Mind and Movement";"Iron Man";"psp";"Sega";"2008-05-02";"44"
31485;"SCE/WWS, SCE Japan Studio";"echochrome";"psp";"SCEA";"2008-05-01";"79"
31486;"Bugbear";"FlatOut: Head On";"psp";"Empire Interactive";"2008-04-04";"74"
31487;"Omega Force, Koei Canada";"Warriors Orochi";"psp";"Koei";"2008-03-25";"62"
31488;"Square Enix";"Crisis Core: Final Fantasy VII";"psp";"Square Enix";"2008-03-24";"83"
31489;"Milestone S.r.l";"Hannspree Ten Kate Honda: SBK Superbike World Championship";"psp";"Valcon Games";"2008-03-18";""
31490;"Media Vision";"Wild ARMs XF";"psp";"Xseed Games";"2008-03-11";"64"
31491;"Konami";"Pro Evolution Soccer 2008";"psp";"Konami";"2008-03-11";"80"
31492;"SuperVillain Studios";"flOw";"psp";"SCEA";"2008-03-06";"70"
31493;"Ready at Dawn";"God of War: Chains of Olympus";"psp";"SCEA";"2008-03-04";"91"
31494;"SCEA San Diego Studios";"MLB 08: The Show";"psp";"SCEA";"2008-03-04";"83"
